Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2021-07-04;33,00;49,50;16,50;0,00;0,00;33,00;0,00;0,00;0,00;16,50;49,50;66,00;0,00;0,00;0,00;80,67;0,00;0,00;0,00;16,00;0,00
2021-07-11;16,00;76,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;60,80;60,80;0,00;0,00;0,00;34,00;0,00;0,00;0,00;32,00;0,00
2021-07-18;32,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00
2021-07-25;16,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;32,00;0,00;0,00;0,00;16,00;0,00;16,00;16,00;16,00;0,00
2021-08-01;16,00;48,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;5,00;37,00;0,00;0,00;0,00;47,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;17,00;35,89;17,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;17,00;34,00;0,00;0,00;0,00;17,00;0,00;0,00;17,00;0,00;0,00
2021-08-22;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;33,00;33,00;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,50;49,50;0,00;0,00;0,00;16,50;0,00;0,00;0,00;0,00;0,00
2021-09-05;0,00;9,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;9,00;0,00;0,00;17,00;0,00;0,00
2021-09-12;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;17,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;34,00;0,00;0,00;0,00;51,00;0,00;0,00;0,00;0,00;0,00
